mean_pressure,pressure_uncertainty,mean_energy,energy_uncertainty,acceptance_rate,nParticles,density,nInitCycle,nCycle,nSpacing
81910687.35017686,722155.1414713486,-3.1809828170380624e-18,2.699637001442858e-21,0.39,362,358.4,18100,100,10
